stock price index 1,stock price index 2,silver price,oil price,platinum price,palladium price,gold price
460.34,369.275,23.95,78.07,92.47,207.45,180.58
165.64,75.5,22.96,38.2,148.16,73.95,132.01
275.66,176.3,15.94,13.71,82.65,90.95,120.34
249.42,143.51,16.55,10.46,88.82,87.25,123.14
149.88,66.89,31.15,34.87,165.03,71.13,160.65
446.22,373.03,21.98,79.86,83.15,114.57,177.08
168.35,79.13,21.08,36.68,135.7,70.05,127.06
436.05,367.09,21.95,50.26,92.32,185.93,165.42
195.43,102.07,14.56,13.02,95.45,53.5,109.16
122.34,53.67,26.05,37.4,174.26,67.47,136.38
210.78,108.61,16.28,18.13,114.93,79.56,115.68
130.08,58.71,29.99,38.59,150.25,64.36,160.5
218.62,117.57,19.36,10.71,104.3,66.4,127.59
289.84,186.18,14.16,14.73,75.08,92.64,113.51
372.34,314.16,25.39,32.58,99.68,219.55,177.7
289.54,186.11,17.44,11.24,81.36,140.34,145.57
272.51,161.07,16.72,12.28,91.83,104.36,125.33
201.52,100.46,18.08,34.51,130.66,79.85,117.09
216.53,113.63,19.23,10.1,105.2,66.35,126.0
445.56,359.47,23.66,60.87,97.66,198.0,171.09
205.77,107.27,15.34,18.32,101.7,64.63,112.06
208.97,110.98,15.02,14.48,95.65,59.25,106.26
132.29,60.85,33.65,38.13,159.1,68.7201,169.56
136.54,65.08,30.47,38.73,153.58,65.78,159.07
575.77,490.85,29.31,76.15,87.43,96.74,242.82
581.26,493.59,32.58,73.49,93.81,98.01,250.87
206.77,105.7,15.37,17.15,108.3,76.65,110.88
443.73,352.91,22.33,64.2,94.31,210.02,173.08
124.18,54.21,28.79,37.97,169.15,73.88,133.81
114.88,47.47,18.86,34.51,168.5,50.75,119.49
197.79,95.41,20.74,38.39,146.27,83.56,127.16
289.15,183.53,13.84,14.46,75.15,92.51,113.54
147.04,67.14,30.4,33.87,159.67,68.1,161.06
247.92,146.36,17.25,9.6,95.8,90.53,126.06
110.65,45.91,18.05,35.42,153.27,47.13,117.34
145.55,67.21,32.25,34.45,160.73,62.61,166.97
397.23,293.3,19.82,67.8,87.41,130.09,169.78
287.05,179.52,13.93,15.56,76.9,100.95,112.54
183.09,86.7,19.46,33.47,137.66,71.72,118.82
210.62,115.23,13.86,12.77,80.72,51.6,100.69
394.47,294.865,18.85,72.72,83.6,195.89,157.93
487.59,424.44,21.77,71.98,83.58,87.11,187.01
133.0,57.16,41.03,44.79,178.89,79.13,142.64
123.03,55.36,29.0,36.9,140.44,61.83,152.33
142.14,65.92,33.75,32.37,158.5,67.38,166.05
139.18,66.71,31.18,39.9,158.3,64.52,159.57
214.05,117.31,18.84,10.19,99.0,66.49,126.62
320.46,211.86,16.65,12.72,88.25,182.57,139.52
438.0,342.74,24.07,74.25,96.12,234.93,179.3
512.15,435.45,23.87,78.09,82.58,92.2,199.8
419.61,353.26,22.17,80.22,82.63,102.6,182.97
154.7,68.57,28.71,32.76,156.84,74.38,152.69
405.94,330.33,24.21,40.54,116.11,247.39,162.76
435.96,364.24,21.47,62.75,82.65,112.31,177.09
237.47,132.31,17.14,10.3,93.27,75.37,118.54
389.88,311.87,25.24,40.83,110.38,244.8,163.24
386.11,289.59,18.82,70.49,85.59,203.07,155.79
140.6,66.84,27.74,34.96,137.64,56.93,155.99
164.97,73.0,19.05,37.25,134.26,69.5,120.95
202.83,107.9,15.78,15.28,97.3,67.58,112.49
179.1,85.06,19.02,34.76,133.11,70.31,119.96
116.5,49.52,23.3,36.6,171.13,59.42,130.37
256.7,148.91,16.7,10.29,87.91,93.14,121.61
136.52,64.42,33.45,40.68,161.09,68.52,165.28
423.11,338.395,26.76,47.08,109.07,262.03,177.32
217.0,118.85,19.55,10.57,102.1,67.1663,127.57
127.93,54.45,35.22,36.75,173.4,74.66,149.94
357.5,292.3,23.6,28.93,89.98,218.01,175.69
270.9,167.21,16.03,12.96,90.41,93.8,126.48
159.87,70.82,18.69,33.82,130.42,63.9,118.28
142.23,68.17,28.03,35.76,143.81,59.04,156.72
186.25,89.78,20.1,35.58,140.22,73.24,127.86
180.98,86.19,20.14,35.3,136.5,72.44,121.82
488.62,420.85,22.18,72.32,85.29,90.19,188.45
335.06,271.74,27.64,30.16,92.91,210.0,190.15
276.6,176.93,16.51,13.44,85.35,94.7,121.34
260.56,191.72,13.59,4.37,68.46,221.0,148.05
185.11,87.15,19.51,36.79,136.61,74.93,124.56
116.27,49.69,23.18,35.84,167.88,58.62,131.96
543.99,476.07,28.05,79.47,90.99,87.87,214.56
134.19,58.56,36.89,39.41,177.32,71.85,147.38
366.68,304.07,23.23,30.89,96.5,224.25,172.81
107.6,44.58,17.97,34.09,152.17,45.46,117.34
151.69,67.64,30.63,35.26,169.18,75.54,158.348
360.98,290.68,23.79,29.12,85.0,219.0,177.15
436.91,334.31,23.3,76.98,87.39,222.74,180.29
170.37,76.92,19.39,37.79,140.0,70.79,123.97
142.02,65.61,31.82,31.9,154.68,59.5,166.02
314.17,246.73,17.03,28.66,77.25,179.24,164.03
292.1,190.18,14.61,13.38,84.32,135.09,121.37
432.03,345.905,22.95,59.91,95.34,199.6,172.03
320.3,240.66,17.07,28.07,78.15,182.54,161.26
432.62,362.0,21.78,62.15,85.71,122.7,178.51
270.94,169.03,15.23,11.26,76.32,132.5,123.74
468.7,398.17,21.54,51.77,88.64,171.27,166.9
310.89,201.93,16.62,12.055,87.2,166.5,138.0
295.54,188.81,14.61,11.98,76.36,146.65,131.75
194.02,92.34,19.34,39.13,139.62,79.24,122.28
227.02,119.35,16.68,11.79,89.8,70.35,110.45
211.31,109.5,16.13,20.34,105.8,70.21,115.32
250.0,145.81,16.81,10.22,91.15,87.66,124.62
215.44,111.79,19.9,11.07,104.95,61.48,128.32
115.97,47.95,17.35,39.85,162.0,47.86,108.28
204.84,105.26,17.86,11.55,96.16,56.23,125.84
207.3,105.39,16.2,25.64,118.65,77.9,116.33
128.77,55.37,37.03,40.0,181.69,80.38,150.56
280.74,211.46,14.38,18.58,72.1,178.52,160.34
210.42,108.47,16.53,16.46,111.05,75.5,114.29
462.34,396.11,22.7,52.33,91.5,168.63,166.85
333.56,267.52,25.61,28.57,87.92,219.31,182.96
415.01,318.5,21.76,76.92,89.25,206.51,174.09
112.53,46.69,18.6,36.91,158.73,50.45,116.72
235.73,136.06,16.39,10.13,89.87,73.48,118.81
145.96,69.92,33.9,34.31,160.56,63.23,170.77
301.78,192.95,17.5,11.49,90.63,151.33,140.15
268.48,158.34,15.7,11.47,87.71,97.82,119.82
171.16,78.69,21.82,38.25,141.7,69.24,126.45
276.77,174.17,14.27,15.14,79.82,101.3,115.23
219.25,117.79,18.6,10.8,106.35,66.75,127.76
535.75,450.89,27.68,73.81,89.08,82.68,225.34
132.09,57.1,33.65,36.97,169.8,74.74,144.93
133.15,60.67,33.57,38.94,160.06,69.15,167.27
271.79,166.45,14.0,12.2,80.11,111.78,115.62
164.47,72.96,22.13,33.17,142.64,71.66,133.76
584.59,497.83,29.89,72.27,90.27,92.9,245.92
141.37,65.53,32.53,32.4,155.54,66.4102,164.12
145.85,66.46,29.65,33.72,152.47,66.46,159.43
281.99,179.52,14.38,12.84,81.08,125.66,122.46
283.4,180.61,14.27,13.57,74.93,83.92,111.1
118.76,54.03,40.38,34.02,179.84,73.82,177.08
116.02,49.59,22.81,36.11,169.14,58.24,131.81
241.84,141.8,16.88,9.985,90.25,77.55,120.62
199.34,105.12,15.27,9.68,96.55,55.25,121.14
247.75,144.74,16.06,9.9,88.35,82.5,119.88
384.37,268.65,23.44,68.64,99.67,165.66,171.06
218.39,117.32,18.82,10.2,101.47,64.68,126.57
141.85,65.31,31.86,31.81,154.22,59.71,166.83
206.21,105.85,16.7,11.35,100.52,57.0,121.71
314.31,262.03,18.24,28.48,79.2,184.88,169.19
112.48,46.63,18.38,36.69,158.51,50.98,115.99
242.9,141.43,16.75,9.66,93.85,88.83,122.3
190.37,100.89,14.3,14.55,88.0,63.64,106.86
381.11,320.14,24.6,36.14,103.35,221.91,175.39
161.1,71.22,18.58,34.0,129.06,62.95,115.94
129.97,61.6,29.46,32.09,144.33,61.51,157.21
114.49,46.26,18.58,39.3,160.13,43.93,112.03
211.25,109.53,16.42,19.46,108.75,75.7,113.89
186.77,100.57,13.73,8.79,81.0,47.75,104.08
548.69,486.22,28.99,80.95,92.1,94.81,217.99
104.92,43.39,19.2,33.04,151.35,49.26,122.08
219.98,118.51,16.0,10.6,88.81,70.12,113.25
135.15,58.98,35.09,39.27,175.79,71.02,145.63
118.21,51.49,25.44,35.32,162.67,64.55,130.38
141.3,65.18,31.96,31.65,154.33,59.46,165.93
205.56,105.43,17.21,11.23,102.75,58.4,122.07
271.2,169.17,15.22,10.84,75.01,131.67,123.6
320.53,211.62,17.4,12.71,92.54,181.71,142.9
146.49,70.04,34.02,35.78,164.16,66.84,171.72
131.64,57.1,36.0,42.57,179.26,77.51,139.36
422.99,328.305,19.71,75.83,89.4,211.25,166.34
136.04,63.4,26.88,33.48,139.0,57.09,153.05
464.41,393.03,21.56,51.32,88.85,172.84,166.81
530.77,457.98,28.38,71.4,90.36,85.22,217.82
206.42,107.2,14.93,17.62,99.45,62.92,111.09
508.3,437.6,21.57,71.55,81.13,87.93,188.2
559.15,480.35,28.57,74.74,88.29,86.44,232.46
114.61,54.42,28.05,30.71,154.19,62.26,157.58
279.03,172.83,13.84,12.65,81.38,106.36,114.48
263.02,156.41,16.28,11.58,90.3,96.85,122.04
179.94,85.42,18.82,33.8,131.5,69.5,117.96
242.53,181.74,12.15,5.275,57.7,156.3,140.11
151.76,67.19,28.27,32.6,154.81,71.1,152.3
265.8,162.5,16.15,12.22,92.0,94.98,125.39
130.26,56.85,28.26,38.28,181.71,80.4,132.2
452.71,381.68,23.59,47.93,94.63,222.81,167.71
132.86,62.94,27.52,35.38,142.59,59.14,152.8
204.11,107.91,15.09,10.33,93.2,56.71,116.61
116.56,47.98,17.24,38.23,163.0,48.86,115.09
229.4,125.59,16.45,11.44,93.5,69.0,113.26
252.69,156.62,15.28,10.27,78.13,127.94,121.86
242.63,136.57,15.56,9.56,86.34,80.1,116.52
465.36,394.48,23.03,57.31,97.3,190.65,167.65
150.96,66.96,28.29,33.5,157.85,70.86,152.62
215.92,112.17,19.5,10.79,104.75,62.39,127.21
137.84,65.75,31.53,39.83,155.44,64.51,160.27
134.86,62.14,33.97,38.36,162.94,70.03,168.5
336.61,272.64,25.63,30.48,88.8,205.0,183.33
201.63,101.43,16.81,18.54,121.7,75.93,120.94
444.75,367.88,22.48,57.25,98.4,197.01,165.33
132.42,62.76,27.04,30.12,139.54,57.7,152.83
119.2,52.58,27.29,35.01,165.84,69.3,134.18
133.56,58.16,34.5,39.26,174.53,70.63,145.37
376.36,320.67,25.49,35.92,101.85,217.35,172.68
115.17,51.21,42.96,32.72,187.26,75.16,184.59
239.35,138.03,15.86,9.99,87.35,76.72,116.5
270.69,166.1,16.69,13.7,90.1,98.87,127.85
249.58,154.01,14.9,9.54,75.19,121.81,121.06
146.64,70.47,34.76,34.62,161.63,66.16,171.96
198.34,107.43,13.81,10.3,84.6,50.25,104.67
227.53,125.42,17.05,11.42,95.55,72.6,115.2
109.17,44.29,16.67,36.54,152.45,42.24,106.528
425.42,344.15,26.74,48.68,107.98,257.44,174.05
234.42,179.91,13.73,5.06,65.2,180.0,153.4
161.26,71.76,19.44,34.61,134.25,66.51,121.13
475.26,408.31,22.11,68.09,83.4,86.88,187.91
439.42,366.51,21.96,64.33,83.73,115.76,177.31
309.84,248.06,17.01,28.41,75.83,179.35,165.9
437.45,365.95,22.37,63.75,89.15,128.83,179.75
398.48,280.77,23.16,70.865,97.9,161.94,177.59
325.9,265.83,23.09,29.09,85.48,196.78,185.43
267.0,162.5,16.3,13.49,88.55,95.69,127.63
197.82,95.59,20.64,38.27,146.15,84.56,127.02
474.07,409.25,23.22,70.52,90.27,110.12,191.72
440.47,349.93,24.27,74.76,100.6,258.58,180.8
273.09,167.11,13.63,12.42,79.97,105.52,113.7
137.31,64.66,34.48,41.14,166.9,69.47,166.61
226.27,120.16,16.23,11.69,92.82,71.0,112.58
128.27,55.07,34.64,35.69,167.99,73.04,146.26
193.82,105.31,13.58,9.43,81.49,45.72,104.21
327.29,219.85,17.4,12.43,91.65,200.49,146.91
149.89,66.57,28.87,33.25,158.06,72.8,154.57
407.91,318.1,23.84,70.49,94.16,134.93,187.83
114.99,49.46,21.94,35.35,167.44,57.34,128.91
171.01,78.49,21.21,37.89,138.81,68.52,132.01
435.05,361.98,21.8,61.47,84.1,113.28,177.28
455.87,381.06,22.98,56.79,94.1,183.01,166.65
553.0,481.16,27.68,77.17,87.01,83.03,221.8
255.9,149.21,16.59,10.51,88.5,93.67,121.67
583.85,493.25,32.63,72.4,93.32,98.28,251.22
350.21,297.6,27.77,30.64,90.36,215.63,185.05
139.66,63.68,29.74,32.9,149.36,68.64,162.0204
204.41,102.82,16.25,17.76,119.51,78.0,118.56
208.26,108.62,16.67,10.78,97.7,58.41,118.23
282.6,168.55,16.86,12.94,95.8,102.94,126.8
523.39,448.88,24.21,76.83,84.28,93.91,201.97
155.92,68.79,28.9,33.46,157.8,75.91,154.19
127.96,56.3,27.77,37.75,179.74,79.98,131.2
276.6,174.02,14.39,15.09,80.21,102.86,115.8
128.07,55.81,27.69,37.28,176.48,79.95,129.87
285.31,214.5,14.43,19.12,72.51,181.01,159.78
285.57,180.26,14.34,13.69,75.63,87.26,112.69
245.19,181.24,13.96,4.58,67.89,200.12,151.9
214.53,111.59,19.94,11.04,105.35,60.37,127.15
140.91,65.16,33.7,32.12,158.48,65.53,168.71
105.87,43.99,17.52,34.15,149.77,43.68,116.65
477.16,394.74,22.3,56.16,91.72,176.64,169.06
559.49,473.69,28.53,77.39,87.82,88.48,233.39
245.17,142.41,16.79,9.69,93.55,89.5,124.69
277.95,175.89,16.36,13.21,85.9,97.27,122.86
237.18,134.02,17.37,10.29,91.57,76.2,121.48
182.34,95.45,15.4,7.82,91.79,50.53,119.0592
120.56,49.755,17.9,40.2,171.52,54.34,111.46
216.4,118.51,18.69,10.77,98.6,68.8,126.07
299.19,193.05,16.07,11.81,82.14,144.5,134.37
432.93,362.21,21.6,61.04,85.6,118.74,178.2
269.33,164.24,16.26,13.27,88.5,95.35,127.75
385.85,307.47,25.02,43.73,109.17,214.98,160.84
429.09,356.99,21.97,79.97,83.24,112.84,176.28
270.94,167.17,15.84,12.76,90.27,94.3,124.31
446.27,369.36,21.55,73.25,82.45,113.85,176.59
280.11,174.76,14.04,12.99,82.54,106.33,115.78
321.65,212.26,17.43,12.82,89.94,178.0,142.38
373.39,278.28,19.5,71.16,85.06,210.78,159.81
284.7,181.51,14.75,12.62,80.73,132.39,121.53
469.28,400.04,23.19,55.65,97.04,190.25,169.84
396.63,282.64,20.28,69.92,92.25,173.78,162.07
185.95,85.84,19.61,36.2,140.0,76.49,124.91
385.41,328.85,24.59,35.69,102.91,217.3,173.62
226.15,120.43,15.33,11.67,86.9,63.94,107.79
210.7,110.25,16.1,12.01,95.33,53.53,118.92
142.17,64.89,29.63,32.16,150.85,66.41,160.33
220.65,116.32,16.25,11.61,89.6,70.4,111.54
452.56,381.04,23.28,47.36,94.2,229.04,169.7
259.18,154.56,16.57,11.3,88.9,94.85,121.51
272.26,172.8,15.76,14.49,81.55,89.9,118.58
113.26,51.58,38.33,32.23,176.62,72.5,170.75
198.9,105.66,15.61,15.93,91.22,67.5,109.7
105.91,43.64,17.48,31.83,149.78,43.18,115.22
321.47,212.0,17.05,12.73,88.5,176.13,141.27
206.46,106.74,16.84,11.75,100.37,56.15,122.22
139.31,63.83,32.7,32.0,154.85,63.24,167.56
235.8,132.48,17.77,10.615,90.9,76.45,119.35
345.93,284.79,23.93,28.55,85.46,223.12,178.64
371.78,312.87,25.58,32.73,100.75,225.47,178.36
224.73,119.93,15.85,11.66,86.4,65.3,109.61
416.87,330.43,27.03,43.5,112.5,264.81,176.04
329.7,221.27,17.45,12.2,95.59,218.31,146.31
264.27,160.21,16.19,13.02,88.8,90.2,127.12
210.65,116.05,18.18,10.35,95.33,61.05,123.64
212.69,116.21,17.91,10.06,96.53,63.19,121.64
380.64,263.62,22.88,68.36,98.54,165.33,169.64
133.68,58.4,47.9,44.87,182.25,76.42,146.87
413.55,309.07,21.04,87.99,90.48,189.0,171.14
126.89,54.43,33.62,35.33,166.36,71.73,145.73
560.31,473.28,27.97,76.77,86.09,87.82,232.95
215.83,118.62,18.63,10.3,97.5,67.64,126.22
127.06,54.33,35.3,37.47,173.98,75.04,148.97
280.44,174.44,15.02,11.95,81.9,146.84,121.88
285.88,179.98,14.36,14.13,75.53,86.8,113.27
204.06,104.51,16.97,10.81,102.95,57.85,123.18
212.37,115.71,18.42,10.14,98.0,65.63,121.56
116.87,48.14,16.79,39.1,159.98,45.61,108.59
408.87,303.46,21.33,65.83,89.15,151.82,173.98
125.53,54.6,30.52,38.01,173.47,79.36,138.72
300.91,193.59,17.25,11.7,87.7,166.79,141.53
471.33,407.06,23.32,68.13,88.25,111.55,189.43
209.85,108.31,16.65,16.97,110.6,74.8,114.57
384.49,325.15,24.97,35.82,106.91,222.99,175.28
378.34,314.25,24.43,35.71,102.53,222.23,172.58
185.77,96.33,14.94,8.77,88.78,48.57,113.83
394.475,316.87,24.99,42.99,113.26,250.72,162.56
125.64,54.78,28.94,38.62,171.22,74.83,134.66
382.26,286.1,18.5,67.62,83.9,195.17,155.96
130.14,57.16,26.64,36.25,177.41,79.87,130.28
297.18,190.49,14.86,11.81,79.03,147.46,133.63
176.69,82.99,21.5201,34.06,141.91,72.72,126.81
501.78,420.77,25.82,78.25,83.33,92.25,215.04
144.19,69.26,33.2,35.64,157.99,64.87,167.29
126.19,57.69,34.3,37.95,163.27,65.32,173.2
123.85,57.02,32.8,39.07,158.56,62.4,167.1
214.24,117.48,19.19,10.25,100.54,66.14,127.27
372.4,278.99,20.12,69.91,85.79,212.85,160.7
279.11,176.5,14.04,12.28,74.75,126.58,121.69
137.2,64.1,35.76,41.37,169.3,70.25,173.49
120.04,56.49,31.89,32.58,152.02,59.9,162.3
288.74,182.15,13.84,14.38,75.78,94.05,113.15
167.29,77.81,21.62,36.58,135.58,68.67,124.27
543.69,478.55,27.39,78.94,91.66,86.14,212.58
267.96,198.15,14.57,5.08,69.85,209.83,154.65
296.04,189.72,14.92,11.69,77.18,143.94,131.11
127.16,58.41,34.27,35.46,159.8,64.6,167.34
112.62,52.07,29.44,30.06,142.91,54.41,159.46
140.65,67.37,32.44,40.71,161.94,65.47,164.4
111.12,46.49,19.82,33.39,153.97,51.59,121.73
385.79,317.27,25.29,40.88,111.17,220.17,160.62
120.2,52.87,28.32,36.7,166.77,71.64,135.38
283.64,179.96,14.94,14.4,78.4,86.32,114.33
272.17,171.91,15.59,15.0,80.2,90.0,119.05
225.04,119.31,15.73,11.98,89.85,68.35,110.47
260.83,162.65,15.17,10.95,75.77,125.84,122.27
201.92,101.53,15.84,30.51,120.35,77.85,112.15
200.57,101.8,16.63,16.74,118.8,75.47,123.45
428.78,355.74,25.24,48.71,100.66,260.97,168.65
207.21,106.52,18.05,11.66,96.7,56.75,126.47
208.85,107.37,15.99,18.73,111.5,74.03,114.44
254.63,147.86,16.48,10.03,87.4,88.4,122.08
412.9,314.12,18.16,75.83,80.65,184.01,162.77
416.18,349.23,22.1,76.21,86.17,104.35,184.09
382.11,287.35,18.58,73.49,80.75,180.9,162.14
265.36,158.37,14.01,11.83,80.13,109.01,115.67
474.16,406.07,21.87,68.27,85.58,91.52,187.5
215.02,117.66,19.22,10.34,100.1,66.6,127.55
263.97,157.96,16.12,11.79,92.5,94.34,126.08
216.97,116.23,19.06,10.78,103.2,65.09,126.75
213.21,118.41,17.34,11.07,92.5,60.37,120.79
108.15,42.91,16.29,36.02,152.19,42.49,108.35
420.97,334.12,26.69,45.82,110.34,263.83,178.38
394.4,315.45,24.02,41.23,110.89,240.89,160.31
138.89,66.42,30.52,39.44,153.35,65.11,161.03
265.26,161.25,16.12,13.4,88.5,90.89,126.62
417.93,341.93,25.43,42.66,116.56,273.41,166.42
236.67,130.39,17.98,11.36,98.7,74.87,119.23
407.58,311.385,19.22,79.17,82.54,195.18,164.1
210.46,109.2,16.96,12.02,95.95,53.5,121.74
260.01,161.83,15.08,10.88,76.32,131.45,122.11
163.83,73.31,22.15,32.93,145.78,73.96,136.51
435.04,345.75,23.8,70.34,98.07,249.2,181.62
201.42,100.73,16.13,18.3,118.0,77.23,116.43
358.235,264.7,18.68,72.56,82.67,201.0,155.16
216.65,115.68,20.25,9.59,113.11,69.47,130.27
150.64,67.28,31.56,35.42,165.95,74.29,162.19
188.31,87.94,18.87,36.17,138.66,79.4,125.06
426.58,361.54,22.04,74.91,84.99,103.01,184.12
180.16,87.94,19.81,35.61,135.17,70.2,124.36
182.93,84.85,19.75,37.34,143.07,79.48,127.85
125.67,55.68,29.16,38.47,141.53,65.28,156.31
202.09,101.58,16.0,18.56,117.75,77.41,117.12
128.36,54.26,35.89,36.94,173.05,75.41,150.76
111.77,46.26,18.56,33.27,161.23,47.48,116.63
215.91,118.86,18.13,11.18,95.8,67.9,120.97
416.07,333.56,26.0,44.74,116.69,280.0,166.58
135.35,63.59,32.48,40.1,159.22,66.43,162.7
122.63,53.86,29.55,38.27,171.0,76.0,139.11
290.92,186.74,16.59,11.23,80.86,139.14,144.17
142.21,64.75,33.03,31.65,159.43,69.05,165.8
185.03,99.48,13.81,8.34,79.25,46.91,105.37
228.94,126.12,17.42,11.11,97.5,73.73,118.19
338.34,276.41,27.4499,30.41,91.02,207.36,188.18
237.5,130.56,17.47,11.32,94.65,73.78,116.72
206.17,106.92,15.98,11.67,96.6,52.35,117.3
391.841,309.32,22.48,60.31,90.52,132.86,183.65
413.91,338.2,24.88,43.35,111.62,259.62,166.48
210.74,110.34,16.12,19.62,110.7,74.98,116.33
158.0,69.68,23.53,31.94,140.99,68.77,131.31
116.94,50.96,23.45,34.7,166.18,57.75,131.32
439.92,346.49,22.97,64.97,96.38,215.72,174.74
326.91,273.04,22.14,24.92,80.46,205.63,175.4
208.32,113.63,15.1,14.69,93.65,63.2,108.59
273.34,169.85,16.22,14.3,87.8,95.1,124.49
243.13,138.84,16.65,9.61,90.1,85.13,120.36
370.88,308.07,23.41,31.55,96.25,216.75,172.5
119.29,51.93,25.35,36.07,165.3,65.72,130.968
399.01,283.11,23.27,71.59,99.22,165.85,177.08
233.64,130.75,18.14,11.18,93.49,77.0,122.6
122.82,53.97,28.3,37.77,178.1,72.87,135.59
207.87,113.42,13.93,13.35,81.55,51.97,102.94
453.92,376.95,23.59,70.4,89.3,119.09,182.41
276.36,172.52,15.22,11.61,75.0,136.2,124.8
205.34,109.77,14.93,9.975,92.51,51.86,118.43
111.32,46.38,17.42,34.44,153.25,46.52,113.78
446.39,372.34,22.9,67.62,87.41,118.51,181.88
401.13,290.31,22.54,67.86,92.66,149.41,179.41
291.18,187.28,17.12,11.11,83.94,159.13,140.81
431.67,361.54,22.36,81.9,84.74,117.42,171.45
124.95,56.42,31.0,37.96,147.2,65.75,161.99
291.34,182.05,13.9,15.22,78.94,100.39,113.47
514.37,441.1,28.05,83.0,91.6,99.23,216.89
170.28,76.56,19.78,38.07,140.63,71.48,126.36
209.97,114.38,15.0,15.04,93.0,62.05,106.98
112.58,46.95,19.94,34.19,154.27,52.05,121.62
396.66,285.86,20.81,73.54,93.49,185.3,164.92
204.44,105.29,16.67,11.85,99.6,55.6,120.1
129.72,55.57,35.79,41.07,172.44,73.17,139.05
255.14,148.4,16.92,10.38,89.95,95.0,123.82
506.05,433.1,27.35,80.28,87.62,94.01,219.59
211.42,112.43,14.69,16.12,95.8,59.79,104.93
212.4,110.23,16.47,19.81,109.2,76.0,113.91
279.13,173.04,15.41,11.61,81.08,146.58,125.58
122.46,55.29,41.36,34.33,183.01,77.5,177.72
443.22,352.74,22.81,63.62,100.4,220.89,177.25
453.37,376.62,23.41,69.61,88.69,119.01,181.4
290.0,185.85,14.59,13.36,84.85,128.83,121.83
208.93,108.1,15.71,20.17,104.93,71.24,113.32
472.19,388.77,22.35,59.02,90.95,176.54,170.16
119.38,49.43,18.76,41.3,173.78,54.7,115.73
216.16,119.06,17.25,11.53,92.75,63.85,120.16
107.13,43.17,15.23,35.54,149.95,41.37,105.41
218.13,116.73,19.44,10.19,110.8,66.39,127.96
205.61,112.84,14.07,12.45,83.08,52.43,104.02
243.06,141.18,17.2,9.48,95.66,90.15,124.42
191.68,95.54,17.24,31.42,124.31,74.86,120.02
109.19,45.11,18.45,34.06,153.57,49.27,119.75
529.81,446.74,26.29,75.67,85.21,84.96,224.56
249.05,144.0,16.54,10.2,89.3,87.51,123.24
395.59,282.56,20.64,74.53,96.11,187.26,164.56
472.53,407.54,22.91,68.3,87.77,110.88,189.13
156.95,69.2,22.74,31.52,139.48,65.75,136.88
198.04,98.87,17.32,34.53,128.79,79.65,117.05
190.99,101.29,14.42,9.04,86.74,49.25,112.32
194.18,97.19,16.87,33.76,123.9,75.53,116.74
277.12,172.03,14.34,11.07,77.5,126.71,125.15
210.64,109.07,15.66,20.26,106.4,71.59,113.23
320.13,266.91,18.67,29.01,80.05,191.39,169.4
112.64,46.22,17.69,36.73,165.22,50.37,118.27
320.22,239.54,16.98,28.97,78.54,187.56,159.72
140.65,64.77,33.76,32.06,158.58,65.5,169.43
203.35,112.09,13.65,11.3,81.1,52.24,103.11
125.9,54.88,29.66,38.94,174.18,77.41,137.22
519.8,443.55,23.63,76.99,83.32,92.75,200.99
209.75,114.6,13.84,13.18,80.3,52.3,101.92
149.89,66.99,31.46,35.16,163.94,72.72,161.2
206.72,106.22,17.5,11.42,103.04,60.62,123.65
160.63,70.92,18.38,34.43,129.2,63.2,119.11
461.64,398.28,21.87,49.09,88.13,162.92,166.16
113.92,46.06,17.82,38.22,161.86,46.6,107.37
343.46,284.56,23.77,28.48,81.55,220.31,179.25
184.1,88.12,19.93,33.86,141.02,72.82,120.93
415.8,325.39,27.44,45.13,115.18,271.22,175.04
165.95,73.95,22.35,34.23,144.39,72.7,131.07
397.74,287.89,20.14,67.73,91.3,181.06,162.79
298.21,208.88,16.21,9.67,80.66,239.77,149.2
278.28,177.2,15.48,14.38,79.87,89.32,118.13
168.64,77.69,22.81,38.49,144.32,68.31,131.7
450.7,381.01,23.35,47.82,91.97,209.66,168.03
134.33,58.15,34.61,38.94,174.72,72.4,147.49
191.41,102.8,14.15,8.84,83.165,47.55,109.25
411.62,320.6,23.11,71.13,93.13,136.16,187.98
119.14,51.85,23.65,35.86,169.04,60.76,130.85
203.17,101.87,15.36,29.75,116.8,74.06,112.97
367.72,306.76,23.84,31.22,96.44,216.86,175.5
413.88,324.12,24.66,64.8,102.68,148.36,188.75
195.61,93.35,20.69,39.14,142.82,81.14,126.73
263.76,154.51,15.99,11.55,89.85,96.43,121.1
432.68,343.03,21.65,62.64,92.92,217.62,167.1
191.82,91.05,18.67,37.72,141.28,81.14,120.94
158.68,70.51,23.72,32.59,145.94,67.79,141.92
437.86,338.03,24.58,78.06,93.86,220.76,181.82
453.13,375.98,23.53,57.74,99.03,188.37,167.77
412.22,325.51,23.13,62.7,98.13,140.82,187.21
411.13,322.0,24.45,63.84,100.43,145.0,189.02
386.44,278.92,18.21,71.39,85.89,170.38,151.91
290.99,185.06,14.27,11.19,76.87,132.3,125.18
162.42,72.31,23.62,34.2,146.44,67.52,142.46
158.48,70.41,19.46,33.92,131.94,65.75,123.47
178.92,85.22,19.73,35.05,132.24,68.98,117.61
408.78,308.5,18.96,72.63,83.45,208.17,160.63
407.0,315.7,23.6,65.83,99.88,136.93,184.75
271.79,166.13,16.16,12.61,94.4,99.25,126.14
